name,text,label
a166.PNG,"Propiedades venta compra renta Sponsorowane Tu JEST c;[CLALLNE BALTIG PIPE To JEDEN Z GLÓWNYCH PRQJEKTÓW CALKOMITA NIEZALEZNOSC OD ROSVOSKIECC GAZU [nlnginlt energinet [NEKGINGT Gnor Tnenc [NcRGInlT [nER ENERGINcT AKCJA BALTIC PIPE 0 WARTOśCI 1099 22 GWARANTUJE KAŻDEMU POLAKOWI MIESIĘCZNY DOCHÓD W WYSOKOŚCI 41 580 ZŁ DECONSTAUC XYZ Juz teraz warto zainwestovac w BalticPlpe, Lokaty bankach pizesibja ietniec, Oa7czednosci Dowiedz się _ PolokovpuchnoWobliozu zorowych top procentowyg",1
86148347.gif,,0
86305010.gif,,0
a156.PNG,"Tesla X sponsorowane Niesamowite rewelacje od Muska Tak proste ze nawet dzlecko zrozumle Minlmalny uzytkownlków od 700 EUR dziennie Natychmlastowa anallza pozwala przewidzlec wahanla rynkowe otworzyc transakclę z zysklem Kllkając przycisk ""Więcel , mozesz slę zarejestrowac, CODZIENNIE OD 700 EUR Dostęp do nowego projektu Kliknij jest otwarty SitES Googl e coM Link zwerytikovony Pizez Foccbooko Dowiedz się  wynik ( aa oiai T=Sla",1
515.PNG,"Blog Agnieszki Sponsorowane Osobiscie Upewrian Teraz dzięki temu programowi dostaje od 500 euro aziennie Automnatycznie Zarnyka Zyskowne transakcje ZwekszaMoje konto Wszystko co zroslam, Fo prostu sle Zarejestrowafamti odebraiam połaczenie. Link do programtu zostawie pod filmnern Sites@Ocalecon Zarejesttujsie Juzyinej Pieos2a Wyptalejuz Dowiedz sie  dzid",1
86041605.gif,,0
80700216.jpg,1,0
a253.PNG,"ABC News PL Soc Sponsorowane 700 zł na konto za rejestracjel Jestes zmęczony po ciężkim dniu pracy? Czy jestes zmeczony budzeniem się z myślą: 'Znowu do pracy' Tesla X stworzyła platforme inwestycyjną na której kazdy może zarobic! Inwestujesz w spółki cały czas otrzymujesz . T=5LX nov Wyplata platformy Tesla X 6,200,00 ZL Visa* *5785 Saldo; 174,700.50 zt TEsLF Tsla 174,700.50 zl 9funegsz DoiUDHI akcje @{88f8",1
84533513.gif,,0
83252090.jpg,Reklama Aukcja Sztuki Współczesnej 17 października 2021 0 godz. 17:00 Dom Aukcyjny Agra-Art Zobacz więcej,0
84682142.gif,,0
81371138.jpg,GlobBox net,0
cropped427.png,Zarejestruj się teraz! Ionie aako Eman,1
cropped301.png,CODZIE YIE IotalizatoR porto LA SP Tu Kup 1 Totalizator Sportowy za 1000 zł jednorazowy. A już jutro dostaniesz od 700 zł OTTo akię,1
27.PNG,Projekt inwestycyjny2 Sponsorswane Firma przygotcwała specjalna ofertę dla wszystkich mieszkanców Fclski. Inwestycja ta Zapewni dochód w wysokości 13 200 z  miesiecznie' Zapraszamy na nasza strone internetowa po wiecej informacji! PGNiG PGNiG PGNiG PGNiG Akcje PGNiG 0 wartości 999 2ł zapewniają kazdemu Polakowi miesięczny dochód W wysokości 13 200zł AMIABILITCOM Pospiesz się. Oferta jest ograniczona. Dowiedz się więcej Chcesz wypracować dla siebie swojej rcdziny jak najwiekszy zysk? A _,1
570.PNG,Nietypowy Polski Trader Sponscroware Dzięki giełdzie diametralnie zmieniło się moje życie https: / /event webinarjam com /register/72/zygoocog Pamietam jak poznałem 2017 rcku; nie rozumiałem zbyt wiele; nie wiedziałem chodzi; jednak kiedy widziałem możliwości zrozumiatem 2e Dardzo Chce Slę tego nauczyc N.. Zobacz wiecej M] IETYPOWY POLSKI TRADER ZAPISZ SIE BEZPŁATNY WEBINAR EVENTWEBINARJAMCOM Zapisz się na BEZPŁATNE SZKOLENIE Dowiedz się więce Jak stawlac clerwsze kroki swiecie inwestowania rnki JAK GIEŁDA ZMIENIYA ZYCIE,1
82840000.jpg,,0
81930497.jpg,RECAFO RECAFO RECAFO RECARO RECARO RECARO RECAFO RECARO RECAFO,0
83183801.jpg,"28.04.2021 0 10.00 Emisje przemysłowe pozwolenia zintegrowane, BATy; IED i problemy 2 praktyki Bezpłatny webinar Sprawdź",0
82961297.jpg,(FYAt) PROFESSIOUL  PERFEKCYJNE JATA SAMOCHODY DLA FIRMY SPRAWDZ,0
80501051.jpg,SccBChloc,0
293.PNG,"Islam the way of Life Sponsorovanc Wchodzi v zycic Oficjalna Deklaracja Poparcia dla Obywateli Polski! Pllne osuladozenle Mlalsterstwa Fnancow WIE 0 TYM ZALEDWIE 7% POLAKÓW. KaZDY 990 ZŁ Za DZIEŃ. ""rosde?WcoefySaCow Ofertajest ogreniczona 07%7 Dowiedz sie - (29/) Blal;3orr €  Zie Ory 52525/Ed",1
63.PNG,Top_News Sponsorswane W ostatnich latach rozwój energetyki słonecznej w Polsce przybrał znaczącą skalę Liczba nowych turbin wlatrowych róznych mocach stale rośnie Kluczowym aspektem tej popularnosci Polsce jest taryfa gwarantowana ktora pozwala włascicielom nie tylko wykorzystywać wyprodukowana energie lektryczn? na wtasne potrzeby ale jednoczesnie cobrze Zarabiać Rozumiejac ze energi soneczna jest obiecujac? dzieczin? wielu inwestorow i przedsiebiorcówjest zainteresowanych Zobacz więcej Polska Grupa PGE Energetyczna Gwarancja prezydenta Inwestując 1.000 zł masz gwarancję otrzymania 6.800 zł tygodniowo INDACATESDXYZ Darmowa konsultacja Dowiedz się więcej Do konca miesiaca ogólnie,1
cropped194.png,TVvP] ORLEN WIADOMOSCI,1
84899060.gif,,0
86081609.jpg,"Co to 'gęsie pipki, parowańce, plyndze lub pańska skórka? Piszemy tradycjach kuchni polskieji sprawdź STRONAKUCHNI",0
86019803.gif,,0
81906395.jpg,NaiwicksZu Naiwicksza himickera spotecznosc FX społeczosc FX skotecznose FX Mnickera Mawiekera hiickera spuecrosc Skuiecliosc społecznosc FX Naiwickszu Mmickera AMiwickera spotecznosc FX spotecznosc FX skołeczosc FX,0
a71.PNG,"TX Program Sponsorowane Sankcje nałozone na kraj agresora odegraty plus dla mieszkancow Europy Teraz dzięki projektowi Antykryzys, każdy mieszkaniec Europy moze otrzymać od 360 euro dziennie na aukcjach walutowych rynku finansowego Dzięki w pełni automatycznemu programowi możesz teraz zagwarantować sobie stabilność finansową bezpieczenstwo Zarejestruj się teraz! Imie Naz visko Emall 70 08 Ucunanioconnch€ SIIES.GOOCLECoM Onicjalna strona Dowiedz się ",1
a134.PNG,"My Van 100071407532783 Sponsorowane Nowa polska platforma inwestycyina której członklem mozesz zostac juz za 999 zIl Zainwestuj w europejska spólkę PGNIG , otizymnasz gwarantowane dywidendyl Uzyskanie dostępu do zasobów zapewni Cl dodatkowy miesięczny dochód w wysokosci 856 Odwiedz strone Internetowa zaufaj wledzy naszych  od 7856 zł miesięcznie przy inwestycji w wysokości 999 zł PGNiG Iwona Waksmundzka-Olejniczak po objęciu stanowiska prezesa PGNiG zaproponowała, by każdy Polak zarabiał z firmą ABoDEM PL Sponsorowane Pizeztzqd Stronami Ironsukcji zuwicranych nu Iynku gicldowymn Dowiedz się _ moqa bYc wytacznie czlonkowie gleuly Krajowy Depozyt ",1
cropped331.png,"APLIKACJA ZARABIA AUTOMATYCZNIE 52,338 67 WKRÓTCE ZAROBISZ NA WLASNE Mieszkanie",1
85103927.gif,,0
245.PNG,"Szkoła inwestycyjna Sponsorovane TO JEST OFICJALNEQ Każdy; kto aa2Licti kupi akcję za 1000 zł, W ciągu 24 godzin otrzyma na swoje konto 5900 2ł",1
286.PNG,Assemblyman Marc Steinorth Sponscrowane Osoby Urodzonc W Latach 1951-1989 Mogty Uticgac Sie 0 To Swiadczenic WnP wviadomosci KAZDY POLAK POWINIEN PRZECZYTAC TE WIADOMOSC,1
82300248.jpg,POZNAJ EDI POZNAJ EDI   POZNAJ EDI Orsalne unineses Biny Jezyk POZNAJ EDI POZNAJ EDIN POZNAJ EDI odeul un_nesnslny Jezyk Hntneu unlnesos alny POZNAJ EDE POZNAJ EDI POZNAJ EDI oaene uiznesus alny Jeryk Dinu,0
80951096.jpg,"ROZMOWY, SMSY INTERNET APLIKACJE BEZ LIMITU BEZ UMOWY Angee ZA 29 ZL KUP TERAZ ) Oferta BEZ LIMITU odnosi 6ię do emag do wazystkich sieci komórkowych Polace oraz Internetu Interne nielimitowany ograniczona jeat tylko uzybkogć tranamieji danych; po wykorzystaniu pakietu 2G8 (azczególy Regulaminie Oferty) rozmow",0
84971366.gif,,0
81491150.gif,,0
84497360.gif,,0
584.PNG,"Margaret Jones Sponsorowane Identyfikator: 239835597658230 Jedna największych firm metalurgicznych rozpoczyna bucowe nowych Zakładów hutniczych we współpracy z rządem. Potrzebni będą inwestorzy którzy zdaniem ckspertów; do końca miesiąca otrzymają po 18 0OO zł za karte Cena jednej akcji to tylko 1000 2""! KGHM P @ L SKa M08D2 Obywatele polscy; którzy kupią 1akcję Orlenu za 1tys. zł, otrzymają na swoją kartę miesięczną dywidendę W wysokości 18 tys. 2 Gwarancja płatności od państwa EMDASFESEMCOM Możliwości dla Polaków Dowiedz sie  2022-07-22 07.57 Inwestowanie w złoto: inwestować w Zoto czy warto w 2022 roku? Z Jak",1
b109.PNG,"Ondina Hall Sponsorowane iZ PKN Orlen mozesz Inwestowac wydobycie gazu i roPy naftowej i zdobywac dywidendy! Wejdz na suone, obejrzyj film zarejestruj slę' # ORLEN Zacznijcie dostawać od 35 000 zł na polską ropę i gaz",1
85915361.jpg,DOM 100h2 KOSZT BUDOHY BUDOHA DOHU PODSTAH,0
82061207.jpg,"Mszysiwo eDeer Nezygto Eu Asla+ Mhr7oETEFAt Veazootweeata Hertostwlswarz oooie aonle AssTt Votrzosneaan VaTosTMEenue VETToTEenaTI srsTc Teouae Aszysto Cr MsZystc ""Gtrzostwaswarz eAen rdanmo eonz  Pechuure] 770kidr , STREFKIELO SIRFAKELCA SIRFAKBCA STREFRKIEICA SIRFIKEICA STRFKIECA SIRFIKELCA SIRFIKIEICA SIRFAKIBCA",0
76.PNG,"SuperVision Sponsorswane Jego cała przyszłość jest teraz W niebezpieczenstwie"" Fani 5? smutni_ powodu dzisiejszych wiadomości. PBPL Tragiczny koniec dzisiaj Mateusza Morawieckiego Dowiedz się więcej Inwestycje w sport zwracają się nawiazk? ale samo cosypywanie pi",1
82101211.jpg,Ediaadlic hog udiraadeic 7duraa dli {airaadlie diaa dteia 7dmaodlirHhoe {diraadie duraoduiaHoshoe,0
83296277.jpg,Deoley szczęsCic Papiery na Otwouz szczęscie olayerfi,0
cropped130.png,,1
86216636.gif,,0
86400330.gif,,0
a115.PNG,"Giavanna Carter Sponsorowane Duza polska spólka ogłasza sprzedaz swoich akcji. Teraz każdy Polak będzie mógl zarobic na wydobyciu przetworzeniu kazdego grama zlota, Kupując tylko udzial za 1000 zł zapewnisz sobie pasywny dochód już od pierwszego miesiącal KGHM P o LSK a Mied 2 15.000 2ł t0 miesięczny dochód] to miesięczny dochód Polaka, kupi 1 akcję KGHM za 1000 2ł PAGANDOMISR COM Bezplatna konsultacja 2022-07-22 07.57 Inwvestowanie zloto:Jak Investowac Dowiedz się_ zloto Czy Wwarto W 2022 roku? kazdym postedzenie który",1
85010000.gif,,0
86410000.gif,,0
cropped223.png,( GA2 5 Y s t e m ZOSTAŃ UCZESTNIKIEM BUDOWY NAJWIĘKSZEGO MAGAZYNU GAZU W POLSCE ZA JEDYNE 1000 ZŁ /,1
85331534.gif,,0
a238.PNG,"PAWpro Sponsorowane Jestesmy najwlększą firmą hutniczą w Polscel Aby uzupełnic budzet panstwa poziom życia obywateli, wspólnie z rządem otwleramy nowe kopalnie złotal Każdy mieszkaniec po prostu musi wziąć udział i czerpac z tego korzysci, przeczytaj informacje na naszej stronie internetowej ponizej zarejestruj sięl Zainwestuj w kopanie złota zacznij zdobywać z KGHM od 2600 zł tygodniowo już dziś! OFICJALNIE DOSTĘPNE DLA KAŻDEGO POLAKA BEIRLYKYZ Link do naszej oficjalnej strony Dowiedz Wiecej informacji nowym projekcie sie ",1
a14.PNG,Aliyah Clark 4ND  Sponsorowane Kazdy obywatel Polski moze zapewnic sobie pasywny dochod inwestujac w złoto. Juz jedna minimalna inwestycja w wysokości 0OO zł pozwoli każdemu inwestorowi zarobić od 8 DOO zł miesięczniel Zarejestruj się online na bezptatna konsultacje Każdy Polak otrzyma 8 tys. z} KGHM Po t PROJEKT JEST POD KONTROLĄ RZĄDU 1 akcja KGHM 0 wartości 1000 zł może zapewnić Ci dochód pasywny przez ponad 5 lat! Inwestorzy w firmie otrzymują od państwa8 tys.Zł miesięcznie CounTENIRRCOK Kazdy Polak powinicn wicdzicć 2022 07 7207-57 Inwestowonie croto jakinwestowac Dowiedz sie _ olo werto 2022 roku? Kazdyin Fosiedzenie iczy,1
84477275.gif,,0
b88.PNG,"Giga byte Sponsorowane Dzięki nowemu prawu kazdy bedzie móg: zostac inwestorem PKN ORLEN. dzisiaj postanowilem t0 wypróbowac zainwestowalem 900 zł tygodnia ctrzymałem na swoją kartę bankową 17457 2, uważam; ze mieszkancy Polski powinni wiedziec tej metodziel W przyszłosci firma planuje pomagac Polakom w Kazdy możliwy sposób, naszym obowiązkiem jest przyczyniani_ 967207 6 ZAINUUESTUJ 900 ZŁI OTRZYMAJ 20 000 ZŁ ciągu a En",1
